比利時	比利時王國	比利時	比利時王國	比利时	比利时王国	比利時	比利時王國	比利时	比利时王国	比利时	比利时王国	比利時	比利時王國	比利时	比利时王国	比利時	比利时王国ᚋ比利時王國ᚋ比利时	Belgium	country in western Europe	Q3624078,Q43702,Q6256,Q20181813,Q185441,Q1250464,Q113489728	Q31	Q31	
11月	十一月	11月	十一月	11月	十一月	11月	十一月	11月	十一月	11月	十一月	11月	十一月	11月	十一月	11月	十一月	November	eleventh month in the Julian and Gregorian calendars	Q47018901	Q125		
獅	獅子	獅		狮		獅		狮		狮		獅		狮	狮子	獅	狮子ᚋ剛果獅	lion	species of big cat	Q16521	Q140		
犬	狗ᚋ狗狗	犬	狗	犬	狗	犬	狗	犬	狗ᚋ家犬ᚋ家狗ᚋ狗狗ᚋ狗子	犬	狗	犬	狗	犬	狗ᚋ家犬ᚋ狗子	犬	狗ᚋ家犬ᚋ家狗ᚋ狗狗ᚋ狗子	dog	domestic animal	Q55983715	Q144		
												幼貓	小貓ᚋ奶貓			幼猫	小貓ᚋ奶貓	kitten	young cat		Q147		
中華人民共和國	中國	中華人民共和國	中國ᚋ大陸ᚋ內地	中华人民共和国	中国	中華人民共和國	中國	中华人民共和国	中国	中华人民共和国	中国	中華人民共和國	中國大陸ᚋ中國	中华人民共和国	中国	中华人民共和国	中国ᚋ中國ᚋ中華人民共和國ᚋ🇨🇳ᚋ中ᚋ红色中国ᚋ共产中国ᚋ中国大陆ᚋ中国内地ᚋ大陆ᚋ内地ᚋ陆ᚋPRCᚋCHNᚋcnᚋ新中国ᚋ北京當局	People's Republic of China	country in East Asia	Q3624078,Q842112,Q859563,Q1520223,Q6256,Q465613,Q118365,Q15634554,Q849866	Q148	Q148	
巴西		巴西		巴西		巴西		巴西		巴西		巴西		巴西		巴西		Brazil	country in South America	Q3624078,Q859563,Q7378937,Q6256,Q512187	Q155	Q200464,Q155	
約克郡								约克郡						约克郡		約克郡		Yorkshire	historic county of England	Q1138494	Q163	Q145	Q21,Q179876
比薩		披薩						比萨饼	披萨			披薩		比萨	披萨饼ᚋ比萨饼ᚋ披萨	比萨饼	披萨ᚋ比萨ᚋ意大利薄饼	pizza	popular Italian dish with a flat dough-based base and toppings	Q19861951	Q177		
意式麵食								意式面食						意式麵食		意式面食	意面ᚋ意大利面ᚋ意大利面条	pasta	Italian food made from flour, eggs and water and shaped in different forms, usually cooked and served with a sauce		Q178		
德國	德意志ᚋ德意志聯邦ᚋ德意志聯邦共和國ᚋ獨逸	德國		德国		德國		德国	德意志ᚋ德意志联邦ᚋ德意志联邦共和国	德国		德國		德国		德國	德意志ᚋ德意志联邦ᚋ德意志联邦共和国ᚋ德意志聯邦ᚋ德意志聯邦共和國ᚋ德国	Germany	country in Central Europe	Q3624078,Q619610,Q4209223,Q63791824,Q6256,Q113489728	Q183	Q183	
喬治·沃克·布什		喬治·獲加·布殊	喬治·布殊					乔治·沃克·布什				喬治·沃克·布什		乔治·沃克·布什		喬治·沃克·布什	乔治·W·布什ᚋ乔治·布什ᚋ小布什	George W. Bush	President of the United States from 2001 to 2009	Q5	Q207		
直角								直角								直角		right angle	90° angle (π/2 radians): an angle that bisects the angle formed by two halves of a straight line		Q210		
馬耳他		馬耳他		马耳他		馬耳他		马耳他		马耳他		馬爾他		马耳他		馬耳他	馬爾他ᚋ马耳他	Malta	sovereign state in Southern Europe situated on an archipelago in the Mediterranean Sea	Q3624078,Q112099,Q179164,Q6256,Q51576574,Q3803158	Q233	Q233,Q161885	
都爾		都爾		图尔		都爾		图尔		图尔		都爾		图尔		图尔		Tours	city and commune in Indre-et-Loire, Centre-Val de Loire, France	Q484170,Q1549591	Q288	Q142,Q46370,Q146246	Q12556,Q913072,Q743594,Q913130,Q913107,Q913117,Q913121,Q913056,Q702657
委拉斯開茲								委拉斯开兹								委拉斯開茲	狄亞哥·維拉斯奎茲ᚋ委拉斯凯兹ᚋ委拉斯开兹ᚋ委拉斯贵支ᚋ迭戈·委拉斯貴支ᚋ迭戈·委拉斯開茲ᚋ迭戈·委拉斯开兹ᚋ迪亞哥·委拉斯蓋茲ᚋ委拉斯贵支，D.	Diego Velázquez	Spanish painter (1599-1660)	Q5	Q297		
智利	智利共和國	智利		智利		智利		智利		智利		智利	智利共和國	智利		智利	智利共和国	Chile	country in South America	Q3624078,Q6256,Q6266,Q5255892,Q113489728	Q298	Q298	
獨裁政體								独裁政体				獨裁政體				专政政体	獨裁政體ᚋ独裁政体	dictatorship	autocratic form of government which is ruled by a sole leader	Q1307214	Q317		
英語維基百科		英語維基百科		英语维基百科		英語維基百科		英语维基百科	英文维基百科ᚋ英维ᚋen区	英语维基百科		英語維基百科		英语维基百科		英語維基百科	英语维基百科ᚋ英文维基百科ᚋ英语维基ᚋ英文维基	English Wikipedia	English-language edition of Wikipedia	Q10876391,Q123407493,Q43229,Q615699	Q328		
第二次世界大戰	二戰ᚋ二次世界大戰	第二次世界大戰	二次世界大戰ᚋ二戰	第二次世界大战	二战ᚋ二次世界大战	第二次世界大戰	二次世界大戰ᚋ二戰	第二次世界大战	二战ᚋ二次世界大战	第二次世界大战	二战ᚋ二次世界大战	第二次世界大戰	二次世界大戰ᚋ二戰	第二次世界大战	二次世界大战ᚋ二次大战ᚋ二战	第二次世界大战	二战ᚋ二次大战ᚋ二次世界大战ᚋ第二次世界大戰ᚋ二次世界大戰ᚋ二次大戰ᚋ二戰	World War II	1939–1945 global conflict	Q103495,Q11514315	Q362		
								奥古斯托·皮诺切特						奥古斯托·皮诺切特		奥古斯托·皮诺切特	奥古斯托·皮诺切特·乌加特ᚋ皮诺切特	Augusto Pinochet	dictator of Chile from 1973 to 1990	Q5	Q368		
巴林		巴林						巴林		巴林		巴林		巴林		巴林		Bahrain	country in the Persian Gulf	Q3624078,Q112099,Q6256,Q33837,Q23442	Q398	Q398	
																天體生物學	異種學	astrobiology	study of the formation of life on Earth and elsewhere	Q11862829,Q4671286,Q28598684,Q1047113,Q2267705	Q411		
																先驅者鍍金鋁板		Pioneer plaque	plaque attached to the Pioneer 10 and Pioneer 11 spacecraft in case extraterrestrial life finds them	Q193395,Q1368086	Q412	Q30	
動物學		動物學		动物学		動物學		动物学		动物学		動物學		动物学		動物學		zoology	scientific study of animals	Q28598684,Q11862829,Q4671286,Q627436	Q431		
庫魯夫行政區								库鲁夫行政區								库鲁夫行政區		Gmina Kurów	Polish rural gmina in Lublin Voivodeship	Q3504085	Q433	Q36	Q913353
我是柏林人								Ich bin ein Berliner				我是柏林人		Ich bin ein Berliner		Ich bin ein Berliner		Ich bin ein Berliner	speech given by John F. Kennedy in West Berlin in June 1963	Q3377406,Q861911	Q443	Q183	
												百科全書派				百科全书，或科学、艺术和工艺详解词典	百科全书ᚋ《百科全书》	Encyclopédie	general encyclopedia published in Paris, France between 1751 and 1772	Q47461344	Q447		
隆-阿爾卑斯		羅訥-阿爾卑斯		罗讷-阿尔卑斯		羅訥-阿爾卑斯		罗纳-阿尔卑斯		罗讷-阿尔卑斯		隆-阿爾卑斯		罗讷-阿尔卑斯		罗讷-阿尔卑斯		Rhône-Alpes	former administrative region of France	Q22670030,Q36784	Q463	Q142	Q212429
肛門								肛门								肛门		anus	digestive track waste expulsion opening	Q112826905	Q497		
		沙魯·波杜黎														夏尔·波德莱尔	夏爾-比埃爾·波德萊爾ᚋ夏尔-比埃尔·波德莱尔ᚋ波德莱尔ᚋ夏尔·皮埃尔·波德莱尔ᚋ波德莱尔，C.ᚋ夏爾·波特萊爾	Charles Baudelaire	French poet and critic (1821–1867)	Q5	Q501		
花	華	花						花				花		花		花		flower	sexual reproductive structure found on flowering plants		Q506		
												里昂美術館				里昂美术馆		Museum of Fine Arts of Lyon	art museum in Lyon, France	Q207694	Q511	Q142	Q456,Q3337
解剖学		解剖學						解剖学				解剖學		解剖学		解剖学		anatomy	study of the structure and parts of organisms	Q28598684	Q514		
																維蘇威火山		Mount Vesuvius	volcano on the southwestern coast of Italy	Q1330974,Q169358,Q570116,Q8502	Q524	Q38	Q18241891,Q15123
太陽系		太陽系		太阳系		太陽系		太阳系		太阳系		太陽系		太阳系		太陽系	太阳系	Solar System	the Sun, its planets and their moons	Q206717	Q544		
香榭丽舍大街								香榭丽舍大街						香榭丽舍大街		香榭丽舍大街	香榭ᚋ香榭丽舍	avenue des Champs-Élysées	avenue in Paris, France	Q7543083,Q570116,Q54114	Q550	Q142	Q3413229,Q2720548,Q90,Q270230
氫	H	氫	H	氢	H	氫	H	氢	H	氢	H	氫	H	氢	H	氢	Hᚋ氫	hydrogen	chemical element with symbol H and atomic number 1; lightest and most abundant substance in the universe	Q11344	Q556		
奧斯陸		奧斯陸						奥斯陆				奧斯陸		奥斯陆		奥斯陆		Oslo	capital city of Norway	Q5119,Q1549591,Q515,Q1306755,Q51929311	Q585	Q20,Q62589,Q2597352,Q62651	Q5245991
波恩												波昂		波恩		波恩		Bonn	city in and former capital of Germany	Q1549591,Q253030,Q1901835,Q1180262,Q1187811,Q515,Q537250,Q85635630,Q42744322	Q586	Q183,Q7318,Q41304,Q43287,Q27306,Q142,Q7904317	Q7927
聖徒的節日								圣徒的节日						圣徒的节日		諸聖節	诸圣节ᚋ圣徒的节日	All Saints' Day	Christian feast day	Q1621783	Q587		
閃亮人生	逆轉人生ᚋ無法觸碰ᚋ觸不可及			闪亮人生				无法触碰						无法触碰		无法触碰		The Intouchables	2011 film directed by Olivier Nakache and Éric Toledano	Q11424	Q595		
里斯本		里斯本						里斯本				里斯本		里斯本		里斯本		Lisbon	capital city of Portugal	Q1549591,Q13217644,Q15647906	Q597	Q45	Q207199
薄酒萊葡萄酒								薄酒萊葡萄酒						薄酒萊葡萄酒		薄酒萊葡萄酒		Beaujolais wine	wine from the Beaujolais region of France	Q282	Q616	Q142	
		尼古拉·哥白尼										尼古拉·哥白尼				尼古拉·哥白尼	哥白尼ᚋ歌白尼ᚋ哥白尼，N.	Nicolaus Copernicus	Polish mathematician and astronomer (1473–1543)	Q5	Q619		
																尼爾·楊		Neil Young	Canadian singer, songwriter and filmmaker (born 1945)	Q5	Q633		
行星		行星						行星				行星				行星		planet	celestial body directly orbiting a star or stellar remnant	Q17444909	Q634		
																波河		Po	longest river in Italy	Q4022	Q643	Q38	Q1216,Q1210,Q1263,Q1243
雷恩		雷恩						雷恩						雷恩市	雷恩	雷恩		Rennes	capital city of the region of Brittany, France	Q484170,Q1549591	Q647	Q142	Q1726898,Q304154,Q673822,Q1726900,Q475561,Q1726902,Q1726911,Q1726912,Q1726913,Q1726896,Q1512839,Q702196,Q12549,Q12208
里耳								里尔				里耳		里尔		里尔		Lille	city and commune in Nord, Hauts-de-France, Northern France	Q484170,Q1549591	Q648	Q142	Q471969,Q701510,Q1725963,Q1725908,Q1725909,Q1725912,Q1384813,Q1661825,Q1233709,Q1374129,Q1284955,Q12661
北		北		北		北		北		北		北		北		北		north	one of the four cardinal directions	Q23718	Q659		
液壓千斤頂	水鎚馬達							液压千斤顶						液压千斤顶		水力活塞	水錘馬達ᚋ液压千斤顶ᚋ液压油缸	hydraulic ram	cyclic water pump powered by hydropower		Q661		
散文								散文				散文				散文		prose	form of language which applies ordinary grammatical structure and natural flow of speech	Q4263830	Q676		
萬那杜	瓦努阿圖	瓦努阿圖		瓦努阿图		瓦努阿圖		瓦努阿图				萬那杜		瓦努阿图		萬那杜	瓦努阿图ᚋ瓦努阿圖ᚋ万那杜	Vanuatu	island country in Oceania	Q3624078,Q112099,Q6256,Q13107770	Q686	Q686	
氯	Cl	氯	Cl					氯	Cl			氯	Cl	氯	Cl	氯	Cl	chlorine	chemical element with symbol Cl and atomic number 17	Q11344,Q35456	Q688		
南荷蘭省								南荷兰省								南荷蘭省		South Holland	province of the Netherlands	Q134390	Q694	Q55	Q55
鈦	Ti	鈦	Ti					钛	Ti			鈦	Ti	钛	Ti	鈦	Tiᚋ钛	titanium	chemical element with symbol Ti and atomic number 22	Q11344,Q2512777	Q716		
釩	V	釩	V					钒	V			釩	V	钒	V	釩	Vᚋ钒	vanadium	chemical element with symbol V and atomic number 23	Q11344	Q722		
														葡式三明治		葡式三明治		Francesinha	Portuguese sandwich		Q732	Q45	
法式吐司												法式吐司				法式吐司		croque-madame	baked or fried ham and cheese sandwich served with a poached or lightly fried egg on top		Q746		
皮埃尔·高乃依								皮埃尔·高乃依				皮埃爾·高乃依	皮耶·高乃依	皮埃尔·高乃依		皮埃尔·高乃依		Pierre Corneille	French tragedian (1606–1684)	Q5	Q747		
格羅寧根		格羅寧根		格罗宁根		格羅寧根		格罗宁根		格罗宁根		格羅寧根		格罗宁根		格罗宁根		Groningen	capital city of the province of Groningen, the Netherlands	Q515,Q13539802,Q677678,Q1852859,Q707813,Q1549591,Q1392581	Q749	Q55,Q170072,Q188553,Q212278,Q142	Q892526,Q2342188,Q2039165,Q2335490,Q18046648,Q2654131,Q302479,Q752
														真菌界		真菌界	真菌	fungus	biological kingdom, separate from plants and animals	Q16521	Q764		
麻薩諸塞州	麻省	麻省		马萨诸塞州		麻省		马萨诸塞州		马萨诸塞州		麻薩諸塞州		马萨诸塞州		麻薩諸塞州	麻省ᚋ马萨诸塞州ᚋ马省ᚋ麻州ᚋ麻萨诸塞州ᚋ马萨诸塞联邦	Massachusetts	state of the United States of America	Q35657	Q771	Q30	Q30
以色列		以色列		以色列		以色列		以色列		以色列		以色列		以色列		以色列		Israel	country in the Middle East	Q3624078,Q51576574,Q6256,Q82794,Q113489728,Q15634554	Q801	Q801	
洛桑		洛桑		洛桑		洛桑		洛桑		洛桑		洛桑		洛桑		洛桑		Lausanne	capital city of the canton of Vaud, Switzerland	Q70208,Q5119,Q14770218,Q1187811,Q54935504,Q1549591	Q807	Q39	Q11911,Q660628
加布里埃爾·岡茲萊茲·維德拉	加布里埃爾·冈兹莱兹·维德拉							加布里埃尔·冈兹莱兹·维德拉								加布里埃尔·冈兹莱兹·维德拉	岡薩雷斯‧維德拉	Gabriel Gonzáles Videla	Chilean politician (1898-1980)	Q5	Q815		
寮國	老撾人民民主共和國ᚋ老撾ᚋ寮人民民主共和國	老撾	老撾人民民主共和國	寮国	寮人民民主共和国	老撾	老撾人民民主共和國	老挝	老挝人民民主共和国	寮国	寮人民民主共和国	寮國	寮人民民主共和國	老挝	老挝人民民主共和国	老撾	老挝人民民主共和国ᚋ寮人民民主共和國ᚋ寮人民民主共和国ᚋ老撾人民民主共和國ᚋ寮國ᚋ寮国	Laos	country in Southeast Asia	Q3624078,Q123480,Q849866,Q465613,Q6256	Q819	Q819	
占士邦	詹姆士·龐德ᚋ007	占士邦	鐵金剛ᚋ007									詹姆士·龐德	007			占士邦	007ᚋ詹姆士·龐德	James Bond	series of books about a British spy	Q277759,Q106974458	Q844		
塔可夫斯基		塔哥夫斯基						安德烈·塔尔科夫斯基						安德烈·塔尔科夫斯基		安德烈·塔尔科夫斯基	安德烈·塔科夫斯基ᚋ塔尔科夫斯基ᚋ塔可夫斯基ᚋ安德烈·阿尔谢尼耶维奇·塔尔科夫斯基ᚋ安特亞·塔哥夫斯基ᚋ安德烈·塔可夫斯基ᚋ塔尔可夫斯基，А.А.ᚋ塔尔科夫斯基，A.A.	Andrei Tarkovsky	Soviet and Russian filmmaker, writer, film editor, film theorist, and theatre and opera director (1932-1986)	Q5	Q853		
柏拉圖		柏拉圖		柏拉图		柏拉圖		柏拉图		柏拉图		柏拉圖		柏拉图		柏拉图	伯拉图ᚋ伯拉圖ᚋ柏拉圖	Plato	ancient Greek philosopher (428/423 – 348/347 BC)	Q5	Q859		
塔吉克		塔吉克		塔吉克斯坦		塔吉克斯坦		塔吉克斯坦		塔吉克斯坦		塔吉克		塔吉克斯坦		塔吉克斯坦		Tajikistan	sovereign state in Central Asia	Q3624078,Q123480,Q179164,Q6256	Q863	Q863	
泰國	泰王國	泰國	泰王國					泰国		泰国		泰國	泰王國	泰国		泰國	泰王國	Thailand	country in Southeast Asia	Q41614,Q3624078,Q6256	Q869	Q869	
梅麗·史翠普		梅麗史翠普		梅莉·史翠普				梅丽尔·斯特里普		梅莉·史翠普				梅丽尔·斯特里普		梅麗·史翠普		Meryl Streep	American actress (born 1949)	Q5	Q873		
阿拉伯聯合大公國			阿聯酋					阿拉伯联合酋长国	阿联酋	阿拉伯联合酋长国	阿联酋	阿拉伯聯合大公國		阿拉伯联合酋长国	阿联酋	阿拉伯联合酋长国	阿拉伯聯合大公國ᚋ阿联酋ᚋ阿聯酋	United Arab Emirates	sovereign state in Southwest Asia	Q3624078,Q6256	Q878	Q878	
鉑	Pt	鉑						铂				鉑	Pt	铂		铂	Pt	platinum	chemical element with symbol Pt and atomic number 78	Q11344	Q880		
新西伯利亞		新西伯利亞						新西伯利亚				新西伯利亞		新西伯利亚		新西伯利亚		Novosibirsk	Russian city; administrative center of Siberian Federal District	Q1549591,Q1637706,Q7930989	Q883	Q159,Q15180,Q2305208,Q139319,Q34266	Q5851,Q4186485,Q4325477,Q966651,Q16681437,Q4460396
下諾夫哥羅德								下诺夫哥罗德						下诺夫哥罗德		下诺夫哥罗德		Nizhny Novgorod	capital of the Nizhny Novgorod Oblast and the Volga Federal District in central Russia	Q1306755,Q1549591,Q51929311,Q1637706,Q7930989,Q133442	Q891	Q159,Q15180,Q2305208,Q139319,Q34266,Q186096,Q170770,Q4318679,Q4145111,Q83546,Q4445623	Q2246,Q23898959,Q16709052,Q4146156
鄂木斯克		鄂木斯克						鄂木斯克				鄂木斯克		鄂木斯克		鄂木斯克		Omsk	city in Russia	Q192287,Q7930989,Q1549591,Q1637706	Q898	Q159,Q2305208,Q4398229,Q34266,Q15180,Q186096	Q5835,Q2184,Q5835,Q4186485,Q4334733,Q1067097,Q794828,Q4334743
蘇伊士運河		蘇彝士運河						苏伊士运河						苏伊士运河		蘇伊士運河	蘇彝士運河	Suez Canal	artificial sea-level waterway in Egypt	Q949819	Q899	Q79	Q31070
科學家		科學家		科学家		科學家		科学家		科学家		科學家		科学家		科學家	科学家	scientist	person who use scientific methods to study in an area of interest	Q28640,Q4164871	Q901		
爾塔阿雷火山																尔塔阿雷火山		Erta Ale	volcano in Ethiopia	Q212057	Q903	Q115	Q3444683
戈登·弗里曼		戈登·弗里曼		戈登·弗里曼		戈登·弗里曼		戈登·弗里曼		戈登·弗里曼		戈登·弗里曼		戈登·弗里曼		戈登·弗里曼		Gordon Freeman	fictional protagonist of the Half Life video game series	Q15632617,Q1569167	Q907		
馬利	馬里共和國ᚋ馬利共和國	馬里共和國		马里共和国				马里	马里共和国			馬利	馬利共和國	马里共和国		马里	馬利共和國ᚋ马里共和国	Mali	country in West Africa	Q3624078,Q123480,Q6256	Q912	Q912	
安哥拉		安哥拉		安哥拉		安哥拉		安哥拉		安哥拉		安哥拉		安哥拉		安哥拉	安哥拉共和国ᚋ安哥拉共和國	Angola	country on the west coast of Southern Africa	Q3624078,Q200464,Q6256,Q333542	Q916	Q916,Q200464	
布拉奇岛								布拉奇岛						布拉奇岛		布拉奇岛		Brač	island of Croatia	Q23442	Q922	Q224	Q58253
黃色		黃色	黃	黄色		黃色		黄色		黄色		黃色	黃	黄色		黃色	黃	yellow	color	Q1075,Q376346	Q943		
唐納德·圖斯克								唐纳德·图斯克	唐纳德·弗朗齐谢克·图斯克			唐納·圖斯克		唐纳德·图斯克		唐納德·圖斯克	唐纳德·图斯克ᚋ唐纳德·弗朗齐谢克·图斯克	Donald Tusk	Polish politician, prime minister of Poland since 2023 and between 2007–2014, president of the European Council in the period 2014–2019 (8th European legislature)	Q5	Q946		
																捲筒式衛生紙的放置方向		toilet paper orientation	orientation of the free end of a roll of toilet paper, either over or under the roll, when used with a holder with an axle parallel to both the wall and floor	Q1255828	Q951		
雷焦洛								雷焦洛						雷焦洛		雷焦洛		Reggiolo	town in the province of Reggio Emilia, Emilia-Romagna, Italy	Q747074	Q952	Q38	Q16254
参考目录列表								参考目录列表						参考目录列表		列表索引		list of lists of lists	Wikimedia list of lists	Q33532284	Q957		
																大于生命的赌注		More Than Life at Stake	Polish television series	Q5398426	Q961		
瓦尔堡								瓦尔堡						瓦尔堡		瓦尔堡		Warburg	town in North Rhine-Westphalia, Germany	Q707813,Q42744322	Q968	Q183	Q6228
鄂畢河								鄂毕河						鄂毕河		鄂畢河		Ob	river in Russia; second-longest river in Asia	Q4022	Q973	Q159	Q6320
迷因	米姆ᚋ瀰ᚋ瀰因ᚋ瀰母ᚋ模因							模因	米姆ᚋ弥ᚋ弥因ᚋ弥母ᚋ迷因			迷因	模因ᚋ媒因	模因		模因	米姆ᚋ弥ᚋ弥因ᚋ弥母ᚋ迷因	meme	idea, behavior or style that spreads within a culture		Q978		
高山滑雪世界杯		高山滑雪世界杯		高山滑雪世界杯		高山滑雪世界杯		高山滑雪世界杯		高山滑雪世界杯		高山滑雪世界杯		高山滑雪世界杯		高山滑雪世界杯		FIS Alpine Ski World Cup	top international circuit of alpine skiing competitions	Q500834	Q982		
																四个坦克兵与狗		Czterej pancerni i pies	Polish television series	Q5398426	Q990		
安德烈·德米特里耶维奇·萨哈罗夫		安德烈·德米特里耶维奇·萨哈罗夫		安德烈·德米特里耶维奇·萨哈罗夫		安德烈·德米特里耶维奇·萨哈罗夫		安德烈·德米特里耶维奇·萨哈罗夫		安德烈·德米特里耶维奇·萨哈罗夫		安德烈·德米特里耶维奇·萨哈罗夫		安德烈·德米特里耶维奇·萨哈罗夫		安德烈·德米特里耶维奇·萨哈罗夫		Andrei Sakharov	Soviet nuclear physicist and human rights activist	Q5	Q997		
獅子山	塞拉利昂	塞拉利昂		塞拉利昂		塞拉利昂		塞拉利昂		塞拉利昂		獅子山		塞拉利昂	塞拉勒窝内	塞拉利昂	獅子山	Sierra Leone	sovereign state in West Africa	Q7270,Q3624078,Q6256	Q1044	Q1044	
蘇丹		蘇丹		苏丹共和国		苏丹共和国		苏丹	苏丹共和国	苏丹共和国		蘇丹		苏丹	苏丹共和国	苏丹	蘇丹ᚋ苏丹共和国ᚋ蘇丹共和國	Sudan	country in Northeast Africa	Q7270,Q3624078,Q6256,Q1088391	Q1049	Q1049	
